Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Eritrea,Water Pollution,25.00,Low
Eritrea,Dissatisfaction with Spending Time in the City,25.00,Low
Eritrea,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Estonia,Air Pollution,12.55,Very Low
Estonia,Drinking Water Pollution and Inaccessibility,10.04,Very Low
Estonia,Dissatisfaction with Garbage Disposal,20.64,Low
Estonia,Dirty and Untidy,17.60,Very Low
Estonia,Noise and Light Pollution,31.09,Low
Estonia,Water Pollution,16.00,Very Low
Estonia,Dissatisfaction with Spending Time in the City,9.62,Very Low
Estonia,Dissatisfaction with Green and Parks in the City,18.28,Very Low
Eswatini,Air Pollution,12.50,Very Low
Eswatini,Drinking Water Pollution and Inaccessibility,40.00,Moderate
Eswatini,Dissatisfaction with Garbage Disposal,57.50,Moderate
Eswatini,Dirty and Untidy,55.00,Moderate
Eswatini,Noise and Light Pollution,17.50,Very Low
Eswatini,Water Pollution,47.50,Moderate
Eswatini,Dissatisfaction with Spending Time in the City,12.50,Very Low
Eswatini,Dissatisfaction with Green and Parks in the City,47.50,Moderate
Ethiopia,Air Pollution,61.19,High
Ethiopia,Drinking Water Pollution and Inaccessibility,57.75,Moderate
Ethiopia,Dissatisfaction with Garbage Disposal,74.64,High
Ethiopia,Dirty and Untidy,72.57,High
Ethiopia,Noise and Light Pollution,58.70,Moderate
Ethiopia,Water Pollution,66.07,High
Ethiopia,Dissatisfaction with Spending Time in the City,55.63,Moderate
Ethiopia,Dissatisfaction with Green and Parks in the City,68.75,High
Falkland_Islands,Air Pollution,0.00,Very Low
Falkland_Islands,Drinking Water Pollution and Inaccessibility,0.00,Very Low
Falkland_Islands,Dissatisfaction with Garbage Disposal,8.33,Very Low
Falkland_Islands,Dirty and Untidy,8.33,Very Low
Falkland_Islands,Noise and Light Pollution,33.33,Low
Falkland_Islands,Water Pollution,0.00,Very Low
Falkland_Islands,Dissatisfaction with Spending Time in the City,0.00,Very Low
Falkland_Islands,Dissatisfaction with Green and Parks in the City,0.00,Very Low
Faroe_Islands,Air Pollution,0.00,Very Low
Faroe_Islands,Drinking Water Pollution and Inaccessibility,1.79,Very Low
Faroe_Islands,Dissatisfaction with Garbage Disposal,12.50,Very Low
Faroe_Islands,Dirty and Untidy,5.36,Very Low
Faroe_Islands,Noise and Light Pollution,19.64,Very Low
Faroe_Islands,Water Pollution,7.14,Very Low
Faroe_Islands,Dissatisfaction with Spending Time in the City,0.00,Very Low
Faroe_Islands,Dissatisfaction with Green and Parks in the City,16.07,Very Low
Fiji,Air Pollution,42.76,Moderate
Fiji,Drinking Water Pollution and Inaccessibility,28.29,Low
Fiji,Dissatisfaction with Garbage Disposal,54.73,Moderate
Fiji,Dirty and Untidy,52.08,Moderate
Fiji,Noise and Light Pollution,46.05,Moderate
Fiji,Water Pollution,60.53,High
Fiji,Dissatisfaction with Spending Time in the City,50.00,Moderate
Fiji,Dissatisfaction with Green and Parks in the City,45.00,Moderate
Finland,Air Pollution,7.94,Very Low
Finland,Drinking Water Pollution and Inaccessibility,3.09,Very Low
Finland,Dissatisfaction with Garbage Disposal,10.80,Very Low
Finland,Dirty and Untidy,17.66,Very Low
Finland,Noise and Light Pollution,23.29,Low
Finland,Water Pollution,12.73,Very Low
Finland,Dissatisfaction with Spending Time in the City,7.37,Very Low
Finland,Dissatisfaction with Green and Parks in the City,16.02,Very Low
France,Air Pollution,35.92,Low
France,Drinking Water Pollution and Inaccessibility,26.45,Low
France,Dissatisfaction with Garbage Disposal,41.17,Moderate
France,Dirty and Untidy,51.58,Moderate
France,Noise and Light Pollution,53.53,Moderate
France,Water Pollution,38.82,Low
France,Dissatisfaction with Spending Time in the City,31.92,Low
France,Dissatisfaction with Green and Parks in the City,38.99,Low
French_Guiana,Air Pollution,18.75,Very Low
French_Guiana,Drinking Water Pollution and Inaccessibility,25.00,Low
French_Guiana,Dissatisfaction with Garbage Disposal,87.50,Very High
French_Guiana,Dirty and Untidy,87.50,Very High
French_Guiana,Noise and Light Pollution,75.00,High
French_Guiana,Water Pollution,12.50,Very Low
French_Guiana,Dissatisfaction with Spending Time in the City,17.31,Very Low
French_Guiana,Dissatisfaction with Green and Parks in the City,50.00,Moderate
French_Polynesia,Air Pollution,33.33,Low
French_Polynesia,Drinking Water Pollution and Inaccessibility,39.29,Low
French_Polynesia,Dissatisfaction with Garbage Disposal,53.57,Moderate
French_Polynesia,Dirty and Untidy,53.57,Moderate
French_Polynesia,Noise and Light Pollution,78.57,High
French_Polynesia,Water Pollution,60.71,High
French_Polynesia,Dissatisfaction with Spending Time in the City,46.43,Moderate
French_Polynesia,Dissatisfaction with Green and Parks in the City,46.43,Moderate
French_Southern_Territories,Air Pollution,15.00,Very Low
French_Southern_Territories,Drinking Water Pollution and Inaccessibility,25.00,Low
French_Southern_Territories,Dissatisfaction with Garbage Disposal,25.00,Low
French_Southern_Territories,Dirty and Untidy,25.00,Low
French_Southern_Territories,Noise and Light Pollution,75.00,High
French_Southern_Territories,Water Pollution,100.00,Very High
French_Southern_Territories,Dissatisfaction with Spending Time in the City,8.33,Very Low
French_Southern_Territories,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Gabon,Air Pollution,55.00,Moderate
Gabon,Drinking Water Pollution and Inaccessibility,65.00,High
Gabon,Dissatisfaction with Garbage Disposal,81.25,Very High
Gabon,Dirty and Untidy,80.00,Very High
Gabon,Noise and Light Pollution,15.00,Very Low
Gabon,Water Pollution,90.00,Very High
Gabon,Dissatisfaction with Spending Time in the City,75.00,High
Gabon,Dissatisfaction with Green and Parks in the City,87.50,Very High
Gambia,Air Pollution,45.00,Moderate
Gambia,Drinking Water Pollution and Inaccessibility,70.00,High
Gambia,Dissatisfaction with Garbage Disposal,70.00,High
Gambia,Dirty and Untidy,80.00,Very High
Gambia,Noise and Light Pollution,25.00,Low
Gambia,Water Pollution,56.25,Moderate
Gambia,Dissatisfaction with Spending Time in the City,55.00,Moderate
Gambia,Dissatisfaction with Green and Parks in the City,41.67,Moderate
Georgia,Air Pollution,68.94,High
Georgia,Drinking Water Pollution and Inaccessibility,30.15,Low
Georgia,Dissatisfaction with Garbage Disposal,55.66,Moderate
Georgia,Dirty and Untidy,57.51,Moderate
Georgia,Noise and Light Pollution,60.82,High
Georgia,Water Pollution,45.00,Moderate
Georgia,Dissatisfaction with Spending Time in the City,58.21,Moderate
Georgia,Dissatisfaction with Green and Parks in the City,57.94,Moderate
Germany,Air Pollution,24.67,Low
Germany,Drinking Water Pollution and Inaccessibility,17.63,Very Low
Germany,Dissatisfaction with Garbage Disposal,25.44,Low
Germany,Dirty and Untidy,35.38,Low
Germany,Noise and Light Pollution,41.89,Moderate
Germany,Water Pollution,22.78,Low
Germany,Dissatisfaction with Spending Time in the City,20.53,Low
Germany,Dissatisfaction with Green and Parks in the City,21.33,Low
Ghana,Air Pollution,72.18,High
Ghana,Drinking Water Pollution and Inaccessibility,63.75,High
Ghana,Dissatisfaction with Garbage Disposal,84.84,Very High
Ghana,Dirty and Untidy,79.51,High
Ghana,Noise and Light Pollution,72.77,High
Ghana,Water Pollution,86.84,Very High
Ghana,Dissatisfaction with Spending Time in the City,69.35,High
Ghana,Dissatisfaction with Green and Parks in the City,78.02,High
Gibraltar,Air Pollution,61.11,High
Gibraltar,Drinking Water Pollution and Inaccessibility,19.44,Very Low
Gibraltar,Dissatisfaction with Garbage Disposal,16.67,Very Low
Gibraltar,Dirty and Untidy,27.78,Low
Gibraltar,Noise and Light Pollution,69.44,High
Gibraltar,Water Pollution,38.89,Low
Gibraltar,Dissatisfaction with Spending Time in the City,44.44,Moderate
Gibraltar,Dissatisfaction with Green and Parks in the City,47.22,Moderate
Greece,Air Pollution,44.83,Moderate
Greece,Drinking Water Pollution and Inaccessibility,22.90,Low
Greece,Dissatisfaction with Garbage Disposal,58.14,Moderate
Greece,Dirty and Untidy,57.73,Moderate
Greece,Noise and Light Pollution,45.38,Moderate
Greece,Water Pollution,31.95,Low
Greece,Dissatisfaction with Spending Time in the City,34.87,Low
Greece,Dissatisfaction with Green and Parks in the City,61.54,High
Greenland,Air Pollution,58.82,Moderate
Greenland,Drinking Water Pollution and Inaccessibility,70.59,High
Greenland,Dissatisfaction with Garbage Disposal,69.12,High
Greenland,Dirty and Untidy,69.12,High
Greenland,Noise and Light Pollution,57.81,Moderate
Greenland,Water Pollution,82.35,Very High
Greenland,Dissatisfaction with Spending Time in the City,63.24,High
Greenland,Dissatisfaction with Green and Parks in the City,77.94,High
Grenada,Air Pollution,43.75,Moderate
Grenada,Drinking Water Pollution and Inaccessibility,27.08,Low
Grenada,Dissatisfaction with Garbage Disposal,56.82,Moderate
Grenada,Dirty and Untidy,50.00,Moderate
Grenada,Noise and Light Pollution,45.83,Moderate
Grenada,Water Pollution,41.67,Moderate
Grenada,Dissatisfaction with Spending Time in the City,37.50,Low
Grenada,Dissatisfaction with Green and Parks in the City,41.67,Moderate
Guadeloupe,Air Pollution,100.00,Very High
Guadeloupe,Drinking Water Pollution and Inaccessibility,25.00,Low
Guadeloupe,Dissatisfaction with Garbage Disposal,75.00,High
Guadeloupe,Dirty and Untidy,50.00,Moderate
Guadeloupe,Noise and Light Pollution,25.00,Low
Guadeloupe,Water Pollution,0.00,Very Low
Guadeloupe,Dissatisfaction with Spending Time in the City,75.00,High
Guadeloupe,Dissatisfaction with Green and Parks in the City,50.00,Moderate
Guam,Air Pollution,33.33,Low
Guam,Drinking Water Pollution and Inaccessibility,48.08,Moderate
Guam,Dissatisfaction with Garbage Disposal,65.38,High
Guam,Dirty and Untidy,63.46,High
Guam,Noise and Light Pollution,53.85,Moderate
Guam,Water Pollution,45.83,Moderate
Guam,Dissatisfaction with Spending Time in the City,38.46,Low
Guam,Dissatisfaction with Green and Parks in the City,70.83,High
Guatemala,Air Pollution,63.64,High
Guatemala,Drinking Water Pollution and Inaccessibility,60.58,High
Guatemala,Dissatisfaction with Garbage Disposal,70.00,High
Guatemala,Dirty and Untidy,65.57,High
Guatemala,Noise and Light Pollution,55.66,Moderate
Guatemala,Water Pollution,70.67,High
Guatemala,Dissatisfaction with Spending Time in the City,55.45,Moderate
Guatemala,Dissatisfaction with Green and Parks in the City,55.29,Moderate
Guernsey,Air Pollution,8.33,Very Low
Guernsey,Drinking Water Pollution and Inaccessibility,0.00,Very Low
Guernsey,Dissatisfaction with Garbage Disposal,8.33,Very Low
Guernsey,Dirty and Untidy,16.67,Very Low
Guernsey,Noise and Light Pollution,8.33,Very Low
Guernsey,Water Pollution,33.33,Low
Guernsey,Dissatisfaction with Spending Time in the City,0.00,Very Low
Guernsey,Dissatisfaction with Green and Parks in the City,8.33,Very Low
Guinea,Air Pollution,95.83,Very High
Guinea,Drinking Water Pollution and Inaccessibility,79.17,High
Guinea,Dissatisfaction with Garbage Disposal,100.00,Very High
Guinea,Dirty and Untidy,95.83,Very High
Guinea,Noise and Light Pollution,66.67,High
Guinea,Water Pollution,95.00,Very High
Guinea,Dissatisfaction with Spending Time in the City,87.50,Very High
Guinea,Dissatisfaction with Green and Parks in the City,90.00,Very High
Guinea,Air Pollution,?,
Guinea,Drinking Water Pollution and Inaccessibility,?,
Guinea,Dissatisfaction with Garbage Disposal,?,
Guinea,Dirty and Untidy,?,
Guinea,Noise and Light Pollution,?,
Guinea,Water Pollution,?,
Guinea,Dissatisfaction with Spending Time in the City,?,
Guinea,Dissatisfaction with Green and Parks in the City,?,
Guyana,Air Pollution,42.86,Moderate
Guyana,Drinking Water Pollution and Inaccessibility,46.43,Moderate
Guyana,Dissatisfaction with Garbage Disposal,65.38,High
Guyana,Dirty and Untidy,66.67,High
Guyana,Noise and Light Pollution,37.96,Low
Guyana,Water Pollution,73.15,High
Guyana,Dissatisfaction with Spending Time in the City,55.56,Moderate
Guyana,Dissatisfaction with Green and Parks in the City,51.00,Moderate
Haiti,Air Pollution,77.78,High
Haiti,Drinking Water Pollution and Inaccessibility,90.62,Very High
Haiti,Dissatisfaction with Garbage Disposal,94.44,Very High
Haiti,Dirty and Untidy,93.75,Very High
Haiti,Noise and Light Pollution,61.11,High
Haiti,Water Pollution,77.78,High
Haiti,Dissatisfaction with Spending Time in the City,77.78,High
Haiti,Dissatisfaction with Green and Parks in the City,81.25,Very High
Honduras,Air Pollution,65.13,High
Honduras,Drinking Water Pollution and Inaccessibility,55.65,Moderate
Honduras,Dissatisfaction with Garbage Disposal,77.50,High
Honduras,Dirty and Untidy,79.69,High
Honduras,Noise and Light Pollution,49.22,Moderate
Honduras,Water Pollution,71.88,High
Honduras,Dissatisfaction with Spending Time in the City,59.29,Moderate
Honduras,Dissatisfaction with Green and Parks in the City,59.17,Moderate
Hong_Kong,Air Pollution,67.10,High
Hong_Kong,Drinking Water Pollution and Inaccessibility,33.85,Low
Hong_Kong,Dissatisfaction with Garbage Disposal,48.43,Moderate
Hong_Kong,Dirty and Untidy,46.28,Moderate
Hong_Kong,Noise and Light Pollution,65.79,High
Hong_Kong,Water Pollution,52.72,Moderate
Hong_Kong,Dissatisfaction with Spending Time in the City,56.51,Moderate
Hong_Kong,Dissatisfaction with Green and Parks in the City,48.25,Moderate
Hungary,Air Pollution,48.93,Moderate
Hungary,Drinking Water Pollution and Inaccessibility,19.30,Very Low
Hungary,Dissatisfaction with Garbage Disposal,34.71,Low
Hungary,Dirty and Untidy,47.87,Moderate
Hungary,Noise and Light Pollution,45.10,Moderate
Hungary,Water Pollution,28.93,Low
Hungary,Dissatisfaction with Spending Time in the City,34.22,Low
Hungary,Dissatisfaction with Green and Parks in the City,40.59,Moderate
Iceland,Air Pollution,12.99,Very Low
Iceland,Drinking Water Pollution and Inaccessibility,3.60,Very Low
Iceland,Dissatisfaction with Garbage Disposal,20.45,Low
Iceland,Dirty and Untidy,24.55,Low
Iceland,Noise and Light Pollution,22.95,Low
Iceland,Water Pollution,8.80,Very Low
Iceland,Dissatisfaction with Spending Time in the City,10.21,Very Low
Iceland,Dissatisfaction with Green and Parks in the City,27.27,Low
India,Air Pollution,64.99,High
India,Drinking Water Pollution and Inaccessibility,52.26,Moderate
India,Dissatisfaction with Garbage Disposal,66.42,High
India,Dirty and Untidy,62.78,High
India,Noise and Light Pollution,58.90,Moderate
India,Water Pollution,68.71,High
India,Dissatisfaction with Spending Time in the City,59.61,Moderate
India,Dissatisfaction with Green and Parks in the City,52.07,Moderate
Indonesia,Air Pollution,61.20,High
Indonesia,Drinking Water Pollution and Inaccessibility,47.89,Moderate
Indonesia,Dissatisfaction with Garbage Disposal,64.88,High
Indonesia,Dirty and Untidy,56.93,Moderate
Indonesia,Noise and Light Pollution,51.27,Moderate
Indonesia,Water Pollution,62.93,High
Indonesia,Dissatisfaction with Spending Time in the City,55.25,Moderate
Indonesia,Dissatisfaction with Green and Parks in the City,52.98,Moderate
Iran,Air Pollution,80.17,Very High
Iran,Drinking Water Pollution and Inaccessibility,41.86,Moderate
Iran,Dissatisfaction with Garbage Disposal,48.06,Moderate
Iran,Dirty and Untidy,52.97,Moderate
Iran,Noise and Light Pollution,52.52,Moderate
Iran,Water Pollution,49.08,Moderate
Iran,Dissatisfaction with Spending Time in the City,70.24,High
Iran,Dissatisfaction with Green and Parks in the City,53.90,Moderate
Iraq,Air Pollution,64.02,High
Iraq,Drinking Water Pollution and Inaccessibility,55.10,Moderate
Iraq,Dissatisfaction with Garbage Disposal,68.00,High
Iraq,Dirty and Untidy,61.63,High
Iraq,Noise and Light Pollution,51.75,Moderate
Iraq,Water Pollution,63.37,High
Iraq,Dissatisfaction with Spending Time in the City,55.34,Moderate
Iraq,Dissatisfaction with Green and Parks in the City,60.00,High
Ireland,Air Pollution,25.12,Low
Ireland,Drinking Water Pollution and Inaccessibility,28.29,Low
Ireland,Dissatisfaction with Garbage Disposal,38.97,Low
Ireland,Dirty and Untidy,48.14,Moderate
Ireland,Noise and Light Pollution,37.99,Low
Ireland,Water Pollution,38.15,Low
Ireland,Dissatisfaction with Spending Time in the City,22.57,Low
Ireland,Dissatisfaction with Green and Parks in the City,28.49,Low
Isle_Of_Man,Air Pollution,13.24,Very Low
Isle_Of_Man,Drinking Water Pollution and Inaccessibility,11.76,Very Low
Isle_Of_Man,Dissatisfaction with Garbage Disposal,22.06,Low
Isle_Of_Man,Dirty and Untidy,30.88,Low
Isle_Of_Man,Noise and Light Pollution,11.76,Very Low
Isle_Of_Man,Water Pollution,13.24,Very Low
Isle_Of_Man,Dissatisfaction with Spending Time in the City,16.67,Very Low
Isle_Of_Man,Dissatisfaction with Green and Parks in the City,22.06,Low
Israel,Air Pollution,61.22,High
Israel,Drinking Water Pollution and Inaccessibility,28.84,Low
Israel,Dissatisfaction with Garbage Disposal,39.35,Low
Israel,Dirty and Untidy,50.10,Moderate
Israel,Noise and Light Pollution,50.53,Moderate
Israel,Water Pollution,36.69,Low
Israel,Dissatisfaction with Spending Time in the City,43.71,Moderate
Israel,Dissatisfaction with Green and Parks in the City,37.19,Low
Italy,Air Pollution,50.26,Moderate
Italy,Drinking Water Pollution and Inaccessibility,30.42,Low
Italy,Dissatisfaction with Garbage Disposal,49.10,Moderate
Italy,Dirty and Untidy,54.18,Moderate
Italy,Noise and Light Pollution,47.66,Moderate
Italy,Water Pollution,39.46,Low
Italy,Dissatisfaction with Spending Time in the City,43.30,Moderate
Italy,Dissatisfaction with Green and Parks in the City,46.08,Moderate
Ivory_Coast,Air Pollution,87.50,Very High
Ivory_Coast,Drinking Water Pollution and Inaccessibility,62.50,High
Ivory_Coast,Dissatisfaction with Garbage Disposal,76.04,High
Ivory_Coast,Dirty and Untidy,79.17,High
Ivory_Coast,Noise and Light Pollution,75.00,High
Ivory_Coast,Water Pollution,82.14,Very High
Ivory_Coast,Dissatisfaction with Spending Time in the City,82.61,Very High
Ivory_Coast,Dissatisfaction with Green and Parks in the City,78.41,High
Jamaica,Air Pollution,53.88,Moderate
Jamaica,Drinking Water Pollution and Inaccessibility,43.24,Moderate
Jamaica,Dissatisfaction with Garbage Disposal,69.88,High
Jamaica,Dirty and Untidy,72.92,High
Jamaica,Noise and Light Pollution,55.00,Moderate
Jamaica,Water Pollution,63.95,High
Jamaica,Dissatisfaction with Spending Time in the City,59.11,Moderate
Jamaica,Dissatisfaction with Green and Parks in the City,53.90,Moderate
Japan,Air Pollution,33.63,Low
Japan,Drinking Water Pollution and Inaccessibility,26.78,Low
Japan,Dissatisfaction with Garbage Disposal,29.35,Low
Japan,Dirty and Untidy,25.86,Low
Japan,Noise and Light Pollution,43.86,Moderate
Japan,Water Pollution,36.77,Low
Japan,Dissatisfaction with Spending Time in the City,31.25,Low
Japan,Dissatisfaction with Green and Parks in the City,35.26,Low
Jersey,Air Pollution,25.00,Low
Jersey,Drinking Water Pollution and Inaccessibility,25.00,Low
Jersey,Dissatisfaction with Garbage Disposal,20.83,Low
Jersey,Dirty and Untidy,16.67,Very Low
Jersey,Noise and Light Pollution,25.00,Low
Jersey,Water Pollution,20.83,Low
Jersey,Dissatisfaction with Spending Time in the City,16.67,Very Low
Jersey,Dissatisfaction with Green and Parks in the City,25.00,Low
Jordan,Air Pollution,67.50,High
Jordan,Drinking Water Pollution and Inaccessibility,54.43,Moderate
Jordan,Dissatisfaction with Garbage Disposal,69.16,High
Jordan,Dirty and Untidy,67.77,High
Jordan,Noise and Light Pollution,62.01,High
Jordan,Water Pollution,63.24,High
Jordan,Dissatisfaction with Spending Time in the City,64.16,High
Jordan,Dissatisfaction with Green and Parks in the City,82.85,Very High
Kazakhstan,Air Pollution,77.19,High
Kazakhstan,Drinking Water Pollution and Inaccessibility,44.13,Moderate
Kazakhstan,Dissatisfaction with Garbage Disposal,61.56,High
Kazakhstan,Dirty and Untidy,52.40,Moderate
Kazakhstan,Noise and Light Pollution,48.36,Moderate
Kazakhstan,Water Pollution,53.12,Moderate
Kazakhstan,Dissatisfaction with Spending Time in the City,60.73,High
Kazakhstan,Dissatisfaction with Green and Parks in the City,42.18,Moderate
Kenya,Air Pollution,57.87,Moderate
Kenya,Drinking Water Pollution and Inaccessibility,56.43,Moderate
Kenya,Dissatisfaction with Garbage Disposal,68.75,High
Kenya,Dirty and Untidy,67.55,High
Kenya,Noise and Light Pollution,48.80,Moderate
Kenya,Water Pollution,73.80,High
Kenya,Dissatisfaction with Spending Time in the City,53.70,Moderate
Kenya,Dissatisfaction with Green and Parks in the City,43.10,Moderate
Kiribati,Air Pollution,100.00,Very High
Kiribati,Drinking Water Pollution and Inaccessibility,75.00,High
Kiribati,Dissatisfaction with Garbage Disposal,100.00,Very High
Kiribati,Dirty and Untidy,100.00,Very High
Kiribati,Noise and Light Pollution,75.00,High
Kiribati,Water Pollution,75.00,High
Kiribati,Dissatisfaction with Spending Time in the City,100.00,Very High
Kiribati,Dissatisfaction with Green and Parks in the City,75.00,High
Kosovo,Air Pollution,72.58,High
Kosovo,Drinking Water Pollution and Inaccessibility,27.50,Low
Kosovo,Dissatisfaction with Garbage Disposal,58.62,Moderate
Kosovo,Dirty and Untidy,59.48,Moderate
Kosovo,Noise and Light Pollution,43.10,Moderate
Kosovo,Water Pollution,44.83,Moderate
Kosovo,Dissatisfaction with Spending Time in the City,49.14,Moderate
Kosovo,Dissatisfaction with Green and Parks in the City,71.43,High
Kuwait,Air Pollution,69.87,High
Kuwait,Drinking Water Pollution and Inaccessibility,39.49,Low
Kuwait,Dissatisfaction with Garbage Disposal,57.35,Moderate
Kuwait,Dirty and Untidy,57.97,Moderate
Kuwait,Noise and Light Pollution,50.74,Moderate
Kuwait,Water Pollution,52.78,Moderate
Kuwait,Dissatisfaction with Spending Time in the City,55.07,Moderate
Kuwait,Dissatisfaction with Green and Parks in the City,56.06,Moderate
Kyrgyzstan,Air Pollution,78.41,High
Kyrgyzstan,Drinking Water Pollution and Inaccessibility,32.95,Low
Kyrgyzstan,Dissatisfaction with Garbage Disposal,59.15,Moderate
Kyrgyzstan,Dirty and Untidy,57.39,Moderate
Kyrgyzstan,Noise and Light Pollution,43.02,Moderate
Kyrgyzstan,Water Pollution,46.25,Moderate
Kyrgyzstan,Dissatisfaction with Spending Time in the City,62.50,High
Kyrgyzstan,Dissatisfaction with Green and Parks in the City,34.52,Low
Laos,Air Pollution,71.59,High
Laos,Drinking Water Pollution and Inaccessibility,49.39,Moderate
Laos,Dissatisfaction with Garbage Disposal,80.92,Very High
Laos,Dirty and Untidy,68.12,High
Laos,Noise and Light Pollution,55.62,Moderate
Laos,Water Pollution,73.75,High
Laos,Dissatisfaction with Spending Time in the City,61.90,High
Laos,Dissatisfaction with Green and Parks in the City,62.50,High
Latvia,Air Pollution,29.08,Low
Latvia,Drinking Water Pollution and Inaccessibility,20.47,Low
Latvia,Dissatisfaction with Garbage Disposal,29.70,Low
Latvia,Dirty and Untidy,27.61,Low
Latvia,Noise and Light Pollution,36.58,Low
Latvia,Water Pollution,27.53,Low
Latvia,Dissatisfaction with Spending Time in the City,17.69,Very Low
Latvia,Dissatisfaction with Green and Parks in the City,11.60,Very Low
Lebanon,Air Pollution,77.64,High
Lebanon,Drinking Water Pollution and Inaccessibility,71.61,High
Lebanon,Dissatisfaction with Garbage Disposal,85.35,Very High
Lebanon,Dirty and Untidy,71.84,High
Lebanon,Noise and Light Pollution,65.48,High
Lebanon,Water Pollution,80.38,Very High
Lebanon,Dissatisfaction with Spending Time in the City,72.01,High
Lebanon,Dissatisfaction with Green and Parks in the City,82.31,Very High
Lesotho,Air Pollution,46.43,Moderate
Lesotho,Drinking Water Pollution and Inaccessibility,35.71,Low
Lesotho,Dissatisfaction with Garbage Disposal,82.14,Very High
Lesotho,Dirty and Untidy,53.57,Moderate
Lesotho,Noise and Light Pollution,57.14,Moderate
Lesotho,Water Pollution,66.67,High
Lesotho,Dissatisfaction with Spending Time in the City,45.83,Moderate
Lesotho,Dissatisfaction with Green and Parks in the City,35.71,Low
Liberia,Air Pollution,78.75,High
Liberia,Drinking Water Pollution and Inaccessibility,70.83,High
Liberia,Dissatisfaction with Garbage Disposal,77.27,High
Liberia,Dirty and Untidy,81.25,Very High
Liberia,Noise and Light Pollution,77.08,High
Liberia,Water Pollution,93.18,Very High
Liberia,Dissatisfaction with Spending Time in the City,76.56,High
Liberia,Dissatisfaction with Green and Parks in the City,62.50,High
Libya,Air Pollution,36.93,Low
Libya,Drinking Water Pollution and Inaccessibility,39.77,Low
Libya,Dissatisfaction with Garbage Disposal,60.23,High
Libya,Dirty and Untidy,59.88,Moderate
Libya,Noise and Light Pollution,39.53,Low
Libya,Water Pollution,56.10,Moderate
Libya,Dissatisfaction with Spending Time in the City,42.26,Moderate
Libya,Dissatisfaction with Green and Parks in the City,56.55,Moderate
Liechtenstein,Air Pollution,6.25,Very Low
Liechtenstein,Drinking Water Pollution and Inaccessibility,0.00,Very Low
Liechtenstein,Dissatisfaction with Garbage Disposal,0.00,Very Low
Liechtenstein,Dirty and Untidy,6.25,Very Low
Liechtenstein,Noise and Light Pollution,18.75,Very Low
Liechtenstein,Water Pollution,0.00,Very Low
Liechtenstein,Dissatisfaction with Spending Time in the City,6.25,Very Low
Liechtenstein,Dissatisfaction with Green and Parks in the City,12.50,Very Low
Lithuania,Air Pollution,26.60,Low
Lithuania,Drinking Water Pollution and Inaccessibility,8.97,Very Low
Lithuania,Dissatisfaction with Garbage Disposal,28.86,Low
Lithuania,Dirty and Untidy,21.21,Low
Lithuania,Noise and Light Pollution,31.08,Low
Lithuania,Water Pollution,23.98,Low
Lithuania,Dissatisfaction with Spending Time in the City,17.32,Very Low
Lithuania,Dissatisfaction with Green and Parks in the City,13.81,Very Low
Luxembourg,Air Pollution,20.00,Low
Luxembourg,Drinking Water Pollution and Inaccessibility,18.18,Very Low
Luxembourg,Dissatisfaction with Garbage Disposal,17.59,Very Low
Luxembourg,Dirty and Untidy,19.55,Very Low
Luxembourg,Noise and Light Pollution,30.45,Low
Luxembourg,Water Pollution,20.45,Low
Luxembourg,Dissatisfaction with Spending Time in the City,16.92,Very Low
Luxembourg,Dissatisfaction with Green and Parks in the City,18.64,Very Low
Macao,Air Pollution,55.68,Moderate
Macao,Drinking Water Pollution and Inaccessibility,41.67,Moderate
Macao,Dissatisfaction with Garbage Disposal,68.06,High
Macao,Dirty and Untidy,59.72,Moderate
Macao,Noise and Light Pollution,77.94,High
Macao,Water Pollution,59.72,Moderate
Macao,Dissatisfaction with Spending Time in the City,57.50,Moderate
Macao,Dissatisfaction with Green and Parks in the City,66.67,High
Madagascar,Air Pollution,74.31,High
Madagascar,Drinking Water Pollution and Inaccessibility,73.44,High
Madagascar,Dissatisfaction with Garbage Disposal,87.93,Very High
Madagascar,Dirty and Untidy,82.81,Very High
Madagascar,Noise and Light Pollution,46.88,Moderate
Madagascar,Water Pollution,80.83,Very High
Madagascar,Dissatisfaction with Spending Time in the City,71.97,High
Madagascar,Dissatisfaction with Green and Parks in the City,69.35,High
Malawi,Air Pollution,42.86,Moderate
Malawi,Drinking Water Pollution and Inaccessibility,60.71,High
Malawi,Dissatisfaction with Garbage Disposal,78.57,High
Malawi,Dirty and Untidy,75.00,High
Malawi,Noise and Light Pollution,35.71,Low
Malawi,Water Pollution,75.00,High
Malawi,Dissatisfaction with Spending Time in the City,53.57,Moderate
Malawi,Dissatisfaction with Green and Parks in the City,62.50,High
Malaysia,Air Pollution,52.77,Moderate
Malaysia,Drinking Water Pollution and Inaccessibility,43.94,Moderate
Malaysia,Dissatisfaction with Garbage Disposal,53.24,Moderate
Malaysia,Dirty and Untidy,52.98,Moderate
Malaysia,Noise and Light Pollution,49.25,Moderate
Malaysia,Water Pollution,61.24,High
Malaysia,Dissatisfaction with Spending Time in the City,51.64,Moderate
Malaysia,Dissatisfaction with Green and Parks in the City,45.97,Moderate
Maldives,Air Pollution,61.03,High
